studyDay,tod,LAMP3,SERPING1,TNFAIP6,IFI27,IFI44,IFI44L,IFI6,IFIT1,IFIT2,IFIT3,RSAD2,RTP4,SIGLEC1,ISG15,ATF3,MX1,DDX58,LY6E,HERC5,OAS1,OAS2,OAS3,OASL,XAF1
-3.0,0.0,6.0,10.0,16.0,7.0,78.0,110.0,151.0,124.0,559.0,319.0,116.0,41.0,8.0,55.0,3.0,246.0,405.0,74.0,96.0,208.0,271.0,137.0,89.0,183.0
-3.0,1.0,5.0,17.0,113.0,8.0,128.0,151.0,332.0,324.0,1863.0,950.0,175.0,66.0,8.0,141.0,4.0,381.0,766.0,86.0,150.0,336.0,316.0,147.0,185.0,329.0
-3.0,2.0,1.0,15.0,23.0,11.0,66.0,86.0,134.0,132.0,686.0,314.0,73.0,24.0,7.0,56.0,2.0,243.0,339.0,59.0,84.0,187.0,250.0,90.0,75.0,201.0
-2.0,0.0,1.0,4.0,55.0,7.0,150.0,143.0,242.0,206.0,849.0,431.0,124.0,64.0,5.0,118.0,2.0,264.0,511.0,115.0,120.0,282.0,262.0,117.0,96.0,256.0
-2.0,1.0,4.0,33.0,115.0,29.0,173.0,209.0,346.0,420.0,2439.0,1082.0,280.0,84.0,45.0,179.0,4.0,705.0,1059.0,149.0,308.0,557.0,650.0,311.0,283.0,547.0
-2.0,2.0,5.0,20.0,48.0,27.0,140.0,164.0,268.0,284.0,1482.0,679.0,216.0,69.0,21.0,128.0,7.0,513.0,794.0,135.0,194.0,378.0,502.0,237.0,174.0,389.0
-1.0,0.0,0.0,12.0,52.0,13.0,184.0,186.0,285.0,284.0,1131.0,670.0,141.0,53.0,6.0,104.0,5.0,324.0,676.0,116.0,169.0,358.0,372.0,202.0,117.0,379.0
-1.0,1.0,6.0,18.0,33.0,11.0,96.0,137.0,161.0,186.0,1102.0,534.0,106.0,40.0,19.0,84.0,1.0,380.0,666.0,81.0,175.0,301.0,365.0,214.0,132.0,260.0
-1.0,2.0,8.0,15.0,29.0,4.0,132.0,185.0,176.0,186.0,987.0,427.0,148.0,64.0,21.0,61.0,0.0,468.0,663.0,93.0,179.0,319.0,481.0,279.0,137.0,338.0
0.0,0.0,11.0,12.0,55.0,18.0,110.0,160.0,203.0,167.0,903.0,442.0,139.0,40.0,19.0,99.0,1.0,394.0,506.0,91.0,130.0,305.0,364.0,188.0,106.0,323.0
0.0,1.0,3.0,10.0,19.0,12.0,67.0,88.0,151.0,109.0,677.0,291.0,97.0,36.0,18.0,76.0,3.0,293.0,437.0,87.0,99.0,228.0,317.0,169.0,111.0,234.0
0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.0,1.0,0.0,3.0,0.0,20.0,58.0,63.0,45.0,338.0,176.0,47.0,6.0,1.0,28.0,0.0,121.0,136.0,32.0,37.0,63.0,88.0,18.0,23.0,61.0
1.0,1.0,3.0,10.0,39.0,10.0,68.0,96.0,143.0,142.0,964.0,469.0,100.0,32.0,11.0,84.0,3.0,283.0,562.0,53.0,106.0,195.0,291.0,160.0,118.0,264.0
1.0,2.0,5.0,9.0,30.0,10.0,90.0,117.0,177.0,153.0,814.0,348.0,108.0,30.0,7.0,69.0,3.0,309.0,540.0,81.0,119.0,278.0,319.0,193.0,108.0,251.0
2.0,0.0,6.0,19.0,41.0,9.0,123.0,222.0,223.0,228.0,1122.0,573.0,190.0,46.0,22.0,117.0,3.0,422.0,739.0,92.0,207.0,349.0,484.0,271.0,139.0,424.0
2.0,1.0,5.0,21.0,47.0,11.0,112.0,157.0,253.0,264.0,1205.0,630.0,140.0,59.0,21.0,105.0,6.0,409.0,756.0,85.0,173.0,304.0,373.0,232.0,152.0,402.0
2.0,2.0,9.0,19.0,41.0,19.0,116.0,208.0,226.0,226.0,1086.0,567.0,152.0,53.0,24.0,120.0,2.0,515.0,693.0,108.0,173.0,336.0,471.0,285.0,139.0,404.0
3.0,0.0,9.0,37.0,113.0,64.0,323.0,425.0,583.0,663.0,3019.0,1568.0,445.0,115.0,37.0,305.0,6.0,906.0,1425.0,262.0,456.0,784.0,925.0,430.0,322.0,696.0
3.0,1.0,6.0,18.0,57.0,13.0,98.0,149.0,249.0,265.0,1064.0,560.0,147.0,58.0,21.0,139.0,8.0,455.0,681.0,127.0,169.0,309.0,378.0,219.0,171.0,313.0
3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
4.0,0.0,4.0,6.0,36.0,32.0,117.0,148.0,188.0,174.0,752.0,411.0,129.0,27.0,23.0,107.0,3.0,387.0,523.0,84.0,116.0,277.0,346.0,221.0,101.0,289.0
4.0,1.0,1.0,17.0,34.0,11.0,80.0,141.0,162.0,164.0,822.0,412.0,147.0,34.0,17.0,90.0,3.0,385.0,489.0,83.0,137.0,238.0,298.0,209.0,130.0,248.0
