studyDay,tod,LAMP3,SERPING1,TNFAIP6,IFI27,IFI44,IFI44L,IFI6,IFIT1,IFIT2,IFIT3,RSAD2,RTP4,SIGLEC1,ISG15,ATF3,MX1,DDX58,LY6E,HERC5,OAS1,OAS2,OAS3,OASL,XAF1
-3.0,0.0,4.0,2.0,17.0,3.0,67.0,63.0,107.0,62.0,515.0,216.0,52.0,27.0,5.0,60.0,2.0,153.0,287.0,62.0,63.0,103.0,161.0,55.0,34.0,94.0
-3.0,1.0,6.0,9.0,24.0,0.0,49.0,49.0,102.0,67.0,662.0,279.0,47.0,12.0,11.0,69.0,2.0,225.0,403.0,61.0,59.0,133.0,215.0,94.0,90.0,131.0
-3.0,2.0,2.0,4.0,4.0,1.0,9.0,22.0,30.0,22.0,215.0,81.0,16.0,6.0,5.0,18.0,1.0,58.0,117.0,17.0,16.0,38.0,82.0,41.0,26.0,42.0
-2.0,0.0,7.0,8.0,44.0,2.0,126.0,100.0,163.0,158.0,813.0,349.0,70.0,43.0,6.0,106.0,1.0,223.0,407.0,92.0,84.0,160.0,263.0,104.0,46.0,173.0
-2.0,1.0,7.0,25.0,46.0,7.0,100.0,139.0,237.0,208.0,1806.0,641.0,153.0,68.0,19.0,137.0,2.0,640.0,985.0,214.0,163.0,372.0,611.0,266.0,162.0,317.0
-2.0,2.0,0.0,8.0,19.0,1.0,28.0,48.0,89.0,60.0,472.0,213.0,41.0,15.0,8.0,60.0,0.0,180.0,257.0,50.0,48.0,124.0,169.0,69.0,49.0,105.0
-1.0,0.0,5.0,15.0,85.0,7.0,204.0,193.0,282.0,274.0,1818.0,791.0,150.0,93.0,11.0,204.0,0.0,572.0,970.0,190.0,219.0,435.0,588.0,254.0,134.0,387.0
-1.0,1.0,3.0,7.0,26.0,4.0,52.0,62.0,120.0,109.0,719.0,342.0,58.0,30.0,6.0,100.0,5.0,286.0,414.0,89.0,80.0,173.0,244.0,99.0,82.0,136.0
-1.0,2.0,0.0,7.0,29.0,2.0,32.0,50.0,104.0,66.0,667.0,306.0,48.0,36.0,5.0,80.0,1.0,190.0,359.0,37.0,57.0,134.0,158.0,61.0,70.0,96.0
0.0,0.0,2.0,6.0,17.0,6.0,33.0,38.0,73.0,56.0,362.0,201.0,52.0,23.0,10.0,54.0,4.0,160.0,229.0,55.0,58.0,96.0,148.0,53.0,41.0,55.0
0.0,1.0,3.0,7.0,10.0,1.0,24.0,41.0,58.0,41.0,275.0,128.0,28.0,18.0,4.0,37.0,0.0,142.0,254.0,34.0,39.0,86.0,147.0,85.0,38.0,100.0
0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.0,2.0,8.0,14.0,1.0,51.0,54.0,93.0,90.0,532.0,255.0,46.0,21.0,4.0,80.0,3.0,208.0,320.0,90.0,47.0,153.0,179.0,68.0,50.0,75.0
1.0,1.0,2.0,2.0,14.0,2.0,24.0,27.0,84.0,54.0,332.0,174.0,32.0,17.0,3.0,55.0,0.0,142.0,222.0,37.0,39.0,116.0,123.0,54.0,41.0,74.0
1.0,2.0,6.0,15.0,45.0,3.0,245.0,282.0,321.0,730.0,2777.0,1293.0,318.0,90.0,50.0,320.0,6.0,1315.0,915.0,190.0,373.0,597.0,820.0,485.0,273.0,461.0
2.0,0.0,188.0,208.0,347.0,16.0,1513.0,2452.0,2870.0,7373.0,19663.0,9922.0,6148.0,154.0,357.0,4915.0,37.0,9319.0,5205.0,461.0,5130.0,1579.0,2073.0,3426.0,2440.0,1398.0
2.0,1.0,1056.0,683.0,2392.0,217.0,6823.0,13363.0,14595.0,29914.0,67525.0,40022.0,30421.0,643.0,982.0,19618.0,199.0,19551.0,14367.0,2302.0,13151.0,7367.0,7012.0,9953.0,6454.0,5672.0
2.0,2.0,305.0,547.0,699.0,211.0,4086.0,10377.0,8792.0,9092.0,25005.0,19019.0,17466.0,522.0,862.0,8828.0,33.0,13809.0,7293.0,2577.0,5877.0,6425.0,7201.0,8621.0,3869.0,4712.0
3.0,0.0,19.0,29.0,122.0,55.0,834.0,2048.0,1128.0,1711.0,2704.0,3122.0,2342.0,108.0,124.0,972.0,1.0,1805.0,833.0,332.0,703.0,1021.0,888.0,845.0,522.0,684.0
3.0,1.0,1.0,12.0,5.0,4.0,16.0,72.0,215.0,40.0,83.0,135.0,100.0,3.0,63.0,145.0,0.0,124.0,24.0,235.0,58.0,71.0,62.0,257.0,36.0,81.0
3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
4.0,0.0,5.0,27.0,35.0,162.0,324.0,799.0,325.0,372.0,1077.0,912.0,670.0,45.0,107.0,346.0,5.0,829.0,523.0,202.0,262.0,440.0,563.0,766.0,172.0,436.0
4.0,1.0,4.0,12.0,14.0,116.0,147.0,302.0,142.0,146.0,557.0,391.0,227.0,22.0,29.0,155.0,0.0,331.0,219.0,128.0,94.0,262.0,212.0,283.0,117.0,187.0
