studyDay,tod,LAMP3,SERPING1,TNFAIP6,IFI27,IFI44,IFI44L,IFI6,IFIT1,IFIT2,IFIT3,RSAD2,RTP4,SIGLEC1,ISG15,ATF3,MX1,DDX58,LY6E,HERC5,OAS1,OAS2,OAS3,OASL,XAF1
-3.0,0.0,1.0,6.0,74.0,9.0,48.0,51.0,119.0,55.0,566.0,340.0,80.0,31.0,3.0,93.0,2.0,118.0,303.0,33.0,62.0,106.0,175.0,65.0,61.0,153.0
-3.0,1.0,5.0,26.0,172.0,22.0,161.0,138.0,379.0,337.0,1857.0,1129.0,286.0,91.0,6.0,264.0,9.0,308.0,904.0,103.0,187.0,396.0,376.0,129.0,152.0,386.0
-3.0,2.0,4.0,14.0,85.0,15.0,103.0,88.0,244.0,202.0,1222.0,685.0,216.0,59.0,13.0,159.0,0.0,280.0,695.0,97.0,179.0,362.0,415.0,165.0,118.0,303.0
-2.0,0.0,1.0,6.0,79.0,7.0,91.0,51.0,124.0,109.0,633.0,406.0,92.0,34.0,4.0,91.0,2.0,100.0,278.0,49.0,50.0,163.0,130.0,40.0,56.0,123.0
-2.0,1.0,1.0,2.0,22.0,6.0,39.0,25.0,81.0,45.0,354.0,231.0,52.0,22.0,4.0,50.0,0.0,98.0,276.0,33.0,46.0,101.0,135.0,51.0,50.0,97.0
-2.0,2.0,0.0,7.0,25.0,15.0,45.0,17.0,83.0,74.0,442.0,271.0,79.0,27.0,3.0,73.0,0.0,139.0,263.0,46.0,54.0,125.0,176.0,54.0,49.0,144.0
-1.0,0.0,4.0,22.0,182.0,36.0,159.0,146.0,330.0,396.0,1836.0,1311.0,294.0,77.0,8.0,251.0,1.0,348.0,799.0,73.0,180.0,254.0,295.0,136.0,168.0,342.0
-1.0,1.0,5.0,23.0,87.0,14.0,95.0,106.0,283.0,267.0,1391.0,867.0,296.0,46.0,14.0,226.0,6.0,434.0,696.0,75.0,197.0,255.0,287.0,201.0,184.0,320.0
-1.0,2.0,8.0,40.0,116.0,27.0,135.0,153.0,394.0,368.0,1474.0,1020.0,353.0,57.0,15.0,301.0,5.0,499.0,789.0,96.0,202.0,382.0,430.0,233.0,187.0,377.0
0.0,0.0,1.0,28.0,135.0,19.0,124.0,180.0,360.0,374.0,1372.0,992.0,305.0,31.0,15.0,228.0,5.0,383.0,601.0,62.0,152.0,250.0,195.0,171.0,139.0,308.0
0.0,1.0,11.0,32.0,106.0,30.0,155.0,259.0,473.0,439.0,1756.0,1235.0,487.0,71.0,32.0,302.0,5.0,573.0,918.0,90.0,287.0,345.0,427.0,335.0,210.0,431.0
0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.0,3.0,31.0,166.0,22.0,196.0,224.0,457.0,528.0,1641.0,1307.0,408.0,54.0,8.0,262.0,4.0,388.0,731.0,54.0,228.0,223.0,216.0,143.0,185.0,355.0
1.0,1.0,5.0,25.0,94.0,10.0,123.0,126.0,353.0,301.0,1452.0,1006.0,299.0,38.0,13.0,234.0,1.0,340.0,618.0,59.0,177.0,197.0,211.0,154.0,144.0,243.0
1.0,2.0,1.0,27.0,101.0,17.0,149.0,155.0,398.0,361.0,1583.0,1100.0,362.0,67.0,24.0,248.0,4.0,414.0,700.0,96.0,225.0,265.0,326.0,187.0,225.0,317.0
2.0,0.0,7.0,20.0,70.0,21.0,110.0,119.0,283.0,252.0,1077.0,697.0,262.0,40.0,6.0,180.0,3.0,335.0,582.0,92.0,125.0,250.0,308.0,127.0,150.0,242.0
2.0,1.0,5.0,8.0,126.0,40.0,110.0,139.0,347.0,282.0,1222.0,849.0,227.0,39.0,6.0,220.0,4.0,311.0,581.0,97.0,160.0,254.0,257.0,132.0,152.0,265.0
2.0,2.0,1.0,10.0,34.0,14.0,32.0,46.0,148.0,113.0,645.0,384.0,121.0,28.0,10.0,99.0,0.0,204.0,386.0,52.0,81.0,131.0,175.0,73.0,100.0,133.0
3.0,0.0,4.0,12.0,46.0,30.0,73.0,78.0,199.0,171.0,951.0,564.0,146.0,36.0,17.0,177.0,3.0,265.0,549.0,100.0,99.0,242.0,314.0,123.0,146.0,182.0
3.0,1.0,2.0,2.0,32.0,14.0,26.0,23.0,111.0,65.0,371.0,205.0,58.0,17.0,6.0,86.0,4.0,84.0,218.0,25.0,36.0,75.0,107.0,27.0,51.0,78.0
3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
4.0,0.0,4.0,12.0,58.0,39.0,92.0,73.0,205.0,196.0,953.0,590.0,145.0,42.0,5.0,161.0,2.0,180.0,440.0,55.0,88.0,190.0,192.0,83.0,98.0,196.0
4.0,1.0,0.0,5.0,44.0,15.0,86.0,82.0,172.0,117.0,558.0,331.0,95.0,34.0,5.0,116.0,3.0,131.0,352.0,46.0,59.0,146.0,193.0,69.0,79.0,156.0
