studyDay,tod,LAMP3,SERPING1,TNFAIP6,IFI27,IFI44,IFI44L,IFI6,IFIT1,IFIT2,IFIT3,RSAD2,RTP4,SIGLEC1,ISG15,ATF3,MX1,DDX58,LY6E,HERC5,OAS1,OAS2,OAS3,OASL,XAF1
-3.0,0.0,10.0,17.0,54.0,17.0,146.0,315.0,311.0,415.0,889.0,716.0,344.0,27.0,74.0,214.0,2.0,695.0,540.0,119.0,253.0,141.0,420.0,513.0,135.0,350.0
-3.0,1.0,10.0,23.0,47.0,10.0,164.0,332.0,290.0,362.0,951.0,580.0,355.0,29.0,60.0,197.0,4.0,671.0,548.0,108.0,267.0,194.0,413.0,543.0,142.0,330.0
-3.0,2.0,15.0,52.0,79.0,37.0,260.0,503.0,414.0,522.0,1543.0,947.0,551.0,34.0,110.0,300.0,7.0,1215.0,829.0,172.0,393.0,268.0,773.0,916.0,197.0,559.0
-2.0,0.0,6.0,12.0,52.0,8.0,168.0,260.0,217.0,373.0,643.0,495.0,247.0,34.0,22.0,174.0,2.0,369.0,330.0,77.0,148.0,120.0,254.0,260.0,69.0,219.0
-2.0,1.0,2.0,6.0,17.0,6.0,30.0,75.0,68.0,99.0,296.0,182.0,104.0,8.0,17.0,53.0,4.0,221.0,184.0,17.0,60.0,50.0,102.0,146.0,35.0,95.0
-2.0,2.0,13.0,23.0,64.0,30.0,227.0,497.0,353.0,503.0,1308.0,917.0,561.0,42.0,117.0,294.0,0.0,1020.0,780.0,189.0,327.0,279.0,668.0,797.0,193.0,554.0
-1.0,0.0,5.0,16.0,74.0,25.0,185.0,375.0,272.0,445.0,1047.0,732.0,416.0,23.0,48.0,182.0,0.0,732.0,610.0,101.0,280.0,196.0,456.0,495.0,157.0,372.0
-1.0,1.0,12.0,53.0,187.0,30.0,437.0,906.0,758.0,1141.0,2353.0,1941.0,1144.0,52.0,135.0,482.0,4.0,1819.0,1544.0,233.0,712.0,458.0,1034.0,1403.0,394.0,901.0
-1.0,2.0,0.0,3.0,10.0,3.0,29.0,75.0,33.0,63.0,149.0,107.0,67.0,3.0,9.0,31.0,0.0,104.0,104.0,16.0,44.0,35.0,65.0,87.0,23.0,46.0
0.0,0.0,2.0,2.0,11.0,4.0,24.0,49.0,51.0,87.0,138.0,116.0,64.0,3.0,6.0,28.0,0.0,96.0,93.0,18.0,37.0,16.0,43.0,71.0,17.0,39.0
0.0,1.0,1.0,9.0,16.0,10.0,32.0,83.0,83.0,80.0,217.0,144.0,97.0,3.0,18.0,60.0,1.0,179.0,111.0,22.0,62.0,42.0,78.0,122.0,35.0,79.0
0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.0,12.0,35.0,95.0,23.0,199.0,444.0,328.0,544.0,1293.0,967.0,460.0,31.0,56.0,209.0,1.0,779.0,711.0,113.0,321.0,205.0,474.0,543.0,142.0,442.0
1.0,1.0,1.0,12.0,93.0,8.0,95.0,206.0,229.0,316.0,726.0,560.0,264.0,13.0,26.0,113.0,1.0,370.0,398.0,61.0,157.0,88.0,201.0,280.0,101.0,201.0
1.0,2.0,2.0,10.0,51.0,12.0,73.0,175.0,155.0,218.0,427.0,370.0,223.0,12.0,18.0,95.0,2.0,322.0,330.0,29.0,139.0,74.0,165.0,224.0,58.0,164.0
2.0,0.0,28.0,84.0,288.0,68.0,692.0,1395.0,945.0,1998.0,4485.0,3212.0,2026.0,82.0,202.0,808.0,5.0,2895.0,2195.0,284.0,1304.0,609.0,1349.0,2026.0,560.0,1175.0
2.0,1.0,61.0,189.0,566.0,100.0,1336.0,2755.0,1760.0,3452.0,5904.0,4923.0,3698.0,136.0,223.0,1357.0,15.0,3574.0,3088.0,358.0,1873.0,905.0,1746.0,3225.0,825.0,1651.0
2.0,2.0,15.0,38.0,78.0,15.0,194.0,458.0,282.0,476.0,1024.0,847.0,758.0,15.0,48.0,267.0,3.0,717.0,523.0,66.0,306.0,163.0,393.0,710.0,126.0,299.0
3.0,0.0,111.0,321.0,1216.0,370.0,3151.0,7359.0,4561.0,7051.0,12150.0,10966.0,9672.0,318.0,778.0,3347.0,20.0,8596.0,6616.0,1144.0,4588.0,2585.0,5204.0,8143.0,1909.0,4237.0
3.0,1.0,8.0,40.0,171.0,82.0,352.0,730.0,529.0,802.0,1525.0,1344.0,1113.0,33.0,62.0,463.0,1.0,1037.0,753.0,195.0,521.0,322.0,566.0,1032.0,258.0,504.0
3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
4.0,0.0,13.0,42.0,157.0,130.0,325.0,674.0,401.0,675.0,1422.0,1238.0,847.0,35.0,61.0,303.0,6.0,938.0,798.0,164.0,428.0,272.0,553.0,851.0,218.0,458.0
4.0,1.0,3.0,24.0,80.0,159.0,202.0,397.0,341.0,457.0,865.0,783.0,619.0,25.0,40.0,257.0,0.0,564.0,485.0,135.0,257.0,178.0,368.0,601.0,119.0,330.0
