studyDay,tod,LAMP3,SERPING1,TNFAIP6,IFI27,IFI44,IFI44L,IFI6,IFIT1,IFIT2,IFIT3,RSAD2,RTP4,SIGLEC1,ISG15,ATF3,MX1,DDX58,LY6E,HERC5,OAS1,OAS2,OAS3,OASL,XAF1
-3.0,0.0,7.0,33.0,143.0,61.0,144.0,251.0,347.0,305.0,1520.0,914.0,313.0,62.0,14.0,204.0,2.0,475.0,758.0,88.0,273.0,199.0,341.0,222.0,158.0,311.0
-3.0,1.0,10.0,36.0,246.0,72.0,232.0,321.0,485.0,636.0,2340.0,1469.0,443.0,82.0,11.0,277.0,2.0,602.0,942.0,119.0,341.0,242.0,343.0,265.0,240.0,458.0
-3.0,2.0,9.0,34.0,116.0,90.0,106.0,212.0,271.0,255.0,1345.0,774.0,313.0,44.0,7.0,172.0,4.0,476.0,662.0,83.0,229.0,183.0,276.0,217.0,139.0,339.0
-2.0,0.0,5.0,29.0,166.0,82.0,125.0,195.0,231.0,311.0,1416.0,892.0,316.0,37.0,10.0,131.0,2.0,509.0,727.0,64.0,237.0,165.0,304.0,248.0,142.0,237.0
-2.0,1.0,6.0,21.0,151.0,76.0,152.0,259.0,402.0,420.0,1689.0,1136.0,446.0,64.0,15.0,215.0,4.0,566.0,831.0,123.0,276.0,247.0,332.0,213.0,151.0,361.0
-2.0,2.0,4.0,22.0,122.0,78.0,122.0,179.0,270.0,261.0,1116.0,720.0,242.0,42.0,6.0,137.0,1.0,421.0,641.0,95.0,194.0,168.0,308.0,213.0,140.0,325.0
-1.0,0.0,7.0,32.0,188.0,66.0,167.0,231.0,285.0,320.0,1283.0,861.0,294.0,51.0,7.0,168.0,2.0,487.0,766.0,75.0,172.0,183.0,325.0,246.0,155.0,343.0
-1.0,1.0,5.0,21.0,113.0,94.0,100.0,186.0,255.0,240.0,1175.0,737.0,289.0,50.0,7.0,166.0,2.0,413.0,612.0,86.0,170.0,136.0,306.0,190.0,122.0,315.0
-1.0,2.0,10.0,32.0,117.0,80.0,105.0,163.0,284.0,222.0,1049.0,699.0,273.0,57.0,9.0,147.0,5.0,389.0,627.0,87.0,175.0,195.0,255.0,181.0,133.0,284.0
0.0,0.0,10.0,30.0,186.0,63.0,129.0,223.0,265.0,264.0,1046.0,730.0,308.0,44.0,14.0,149.0,3.0,408.0,681.0,64.0,190.0,155.0,272.0,263.0,129.0,285.0
0.0,1.0,12.0,33.0,147.0,66.0,148.0,265.0,256.0,265.0,987.0,778.0,264.0,48.0,10.0,123.0,6.0,445.0,707.0,73.0,208.0,164.0,286.0,278.0,123.0,367.0
0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.0,7.0,63.0,335.0,180.0,297.0,435.0,511.0,647.0,2466.0,1743.0,607.0,66.0,21.0,343.0,12.0,840.0,1382.0,147.0,410.0,305.0,531.0,529.0,271.0,627.0
1.0,1.0,6.0,32.0,153.0,61.0,171.0,249.0,334.0,340.0,1164.0,895.0,316.0,70.0,15.0,225.0,6.0,424.0,697.0,76.0,222.0,186.0,314.0,258.0,176.0,332.0
1.0,2.0,49.0,114.0,409.0,59.0,1077.0,1414.0,1408.0,5839.0,16013.0,7730.0,3811.0,203.0,93.0,1993.0,43.0,4297.0,3267.0,235.0,2903.0,926.0,1336.0,1543.0,1353.0,1201.0
2.0,0.0,1125.0,448.0,2467.0,159.0,3282.0,6228.0,5438.0,11852.0,32713.0,17447.0,16955.0,463.0,337.0,11923.0,201.0,10505.0,10583.0,800.0,8011.0,2942.0,4717.0,7084.0,4272.0,2357.0
2.0,1.0,566.0,535.0,1309.0,416.0,3636.0,8800.0,6805.0,9380.0,18734.0,14418.0,14194.0,578.0,625.0,9529.0,49.0,8128.0,6594.0,1316.0,5039.0,3559.0,5352.0,7186.0,3300.0,3446.0
2.0,2.0,83.0,111.0,319.0,417.0,1322.0,3680.0,2366.0,2792.0,4525.0,4663.0,3840.0,217.0,156.0,1753.0,16.0,2152.0,1695.0,579.0,1164.0,1137.0,1567.0,1528.0,838.0,1524.0
3.0,0.0,40.0,135.0,292.0,1696.0,1460.0,3540.0,1988.0,2016.0,3760.0,4096.0,3473.0,242.0,204.0,1730.0,14.0,2424.0,1713.0,672.0,1058.0,1368.0,1830.0,1994.0,769.0,1499.0
3.0,1.0,24.0,59.0,164.0,2889.0,613.0,1692.0,1153.0,877.0,1686.0,2017.0,1622.0,117.0,109.0,1161.0,13.0,985.0,878.0,360.0,448.0,727.0,847.0,951.0,399.0,895.0
3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
4.0,0.0,12.0,73.0,209.0,7037.0,492.0,1026.0,857.0,981.0,2384.0,2262.0,1400.0,135.0,44.0,856.0,10.0,1027.0,936.0,370.0,411.0,695.0,740.0,673.0,467.0,766.0
4.0,1.0,6.0,58.0,141.0,8507.0,364.0,815.0,696.0,654.0,1557.0,1546.0,953.0,106.0,57.0,655.0,6.0,659.0,868.0,314.0,306.0,552.0,604.0,629.0,355.0,668.0
