studyDay,tod,LAMP3,SERPING1,TNFAIP6,IFI27,IFI44,IFI44L,IFI6,IFIT1,IFIT2,IFIT3,RSAD2,RTP4,SIGLEC1,ISG15,ATF3,MX1,DDX58,LY6E,HERC5,OAS1,OAS2,OAS3,OASL,XAF1
-3.0,0.0,4.0,4.0,25.0,2.0,64.0,116.0,145.0,133.0,734.0,457.0,98.0,18.0,6.0,120.0,3.0,347.0,387.0,103.0,110.0,194.0,217.0,62.0,64.0,171.0
-3.0,1.0,3.0,9.0,23.0,3.0,72.0,120.0,204.0,153.0,656.0,406.0,66.0,27.0,1.0,101.0,1.0,236.0,382.0,48.0,82.0,161.0,166.0,68.0,72.0,176.0
-3.0,2.0,1.0,7.0,25.0,2.0,62.0,105.0,122.0,103.0,484.0,262.0,67.0,19.0,5.0,81.0,1.0,184.0,309.0,70.0,73.0,153.0,201.0,96.0,45.0,169.0
-2.0,0.0,1.0,9.0,14.0,6.0,30.0,77.0,87.0,76.0,204.0,191.0,48.0,9.0,11.0,72.0,0.0,179.0,154.0,57.0,53.0,68.0,179.0,134.0,64.0,108.0
-2.0,1.0,2.0,10.0,32.0,1.0,56.0,124.0,160.0,109.0,706.0,407.0,81.0,22.0,8.0,87.0,2.0,266.0,392.0,67.0,93.0,158.0,209.0,127.0,86.0,177.0
-2.0,2.0,4.0,12.0,15.0,4.0,53.0,139.0,164.0,129.0,572.0,327.0,82.0,22.0,6.0,95.0,2.0,259.0,356.0,57.0,79.0,174.0,304.0,109.0,90.0,219.0
-1.0,0.0,5.0,10.0,36.0,6.0,90.0,191.0,177.0,170.0,732.0,454.0,120.0,35.0,9.0,121.0,1.0,381.0,463.0,113.0,115.0,203.0,297.0,150.0,86.0,237.0
-1.0,1.0,4.0,14.0,39.0,4.0,83.0,143.0,274.0,204.0,1081.0,621.0,127.0,19.0,5.0,131.0,2.0,404.0,556.0,116.0,146.0,256.0,264.0,151.0,103.0,290.0
-1.0,2.0,1.0,5.0,19.0,0.0,47.0,79.0,108.0,103.0,459.0,249.0,62.0,8.0,4.0,68.0,0.0,234.0,298.0,66.0,70.0,153.0,215.0,103.0,66.0,166.0
0.0,0.0,6.0,7.0,26.0,0.0,133.0,186.0,209.0,252.0,1060.0,605.0,124.0,28.0,17.0,113.0,3.0,426.0,618.0,113.0,133.0,184.0,352.0,155.0,121.0,281.0
0.0,1.0,8.0,32.0,62.0,3.0,148.0,213.0,253.0,286.0,1353.0,856.0,232.0,50.0,22.0,178.0,7.0,588.0,721.0,155.0,209.0,281.0,381.0,206.0,167.0,340.0
0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.0,3.0,20.0,60.0,5.0,126.0,177.0,326.0,319.0,1265.0,984.0,221.0,26.0,4.0,228.0,2.0,466.0,571.0,119.0,239.0,195.0,255.0,152.0,114.0,265.0
1.0,1.0,1.0,22.0,87.0,5.0,155.0,236.0,470.0,509.0,1696.0,1199.0,283.0,36.0,5.0,213.0,5.0,548.0,665.0,114.0,251.0,260.0,253.0,166.0,197.0,333.0
1.0,2.0,8.0,9.0,28.0,4.0,141.0,216.0,267.0,262.0,944.0,666.0,197.0,31.0,13.0,185.0,4.0,439.0,543.0,109.0,166.0,254.0,260.0,170.0,108.0,288.0
2.0,0.0,6.0,12.0,18.0,1.0,98.0,130.0,217.0,201.0,723.0,507.0,113.0,26.0,12.0,126.0,2.0,330.0,391.0,105.0,169.0,168.0,229.0,148.0,78.0,200.0
2.0,1.0,1.0,7.0,20.0,3.0,71.0,112.0,188.0,182.0,715.0,419.0,117.0,23.0,18.0,116.0,3.0,326.0,372.0,99.0,106.0,153.0,202.0,126.0,90.0,174.0
2.0,2.0,7.0,6.0,29.0,2.0,117.0,190.0,213.0,212.0,788.0,506.0,107.0,44.0,19.0,134.0,1.0,421.0,551.0,105.0,141.0,246.0,337.0,174.0,91.0,257.0
3.0,0.0,3.0,6.0,19.0,0.0,69.0,146.0,225.0,237.0,949.0,514.0,155.0,8.0,7.0,86.0,0.0,354.0,443.0,79.0,161.0,152.0,228.0,102.0,101.0,191.0
3.0,1.0,12.0,36.0,47.0,8.0,235.0,463.0,497.0,682.0,2102.0,1356.0,561.0,33.0,70.0,420.0,1.0,1256.0,1021.0,180.0,475.0,472.0,696.0,563.0,289.0,663.0
3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
4.0,0.0,28.0,59.0,93.0,7.0,429.0,926.0,1527.0,1444.0,3636.0,2829.0,1380.0,61.0,64.0,914.0,3.0,2071.0,1433.0,403.0,866.0,656.0,821.0,966.0,498.0,748.0
4.0,1.0,8.0,58.0,62.0,6.0,302.0,609.0,837.0,665.0,1619.0,1331.0,663.0,33.0,51.0,487.0,2.0,1239.0,892.0,207.0,466.0,459.0,549.0,736.0,375.0,583.0
