studyDay,tod,LAMP3,SERPING1,TNFAIP6,IFI27,IFI44,IFI44L,IFI6,IFIT1,IFIT2,IFIT3,RSAD2,RTP4,SIGLEC1,ISG15,ATF3,MX1,DDX58,LY6E,HERC5,OAS1,OAS2,OAS3,OASL,XAF1
-3.0,0.0,2.0,6.0,32.0,0.0,127.0,202.0,197.0,329.0,799.0,527.0,354.0,12.0,27.0,176.0,1.0,433.0,384.0,43.0,245.0,105.0,193.0,221.0,122.0,189.0
-3.0,1.0,9.0,27.0,157.0,25.0,619.0,951.0,1460.0,1830.0,3722.0,2861.0,1800.0,69.0,84.0,1056.0,5.0,1632.0,1594.0,156.0,1049.0,378.0,687.0,825.0,565.0,709.0
-3.0,2.0,12.0,9.0,122.0,13.0,297.0,481.0,507.0,611.0,1580.0,1114.0,754.0,41.0,54.0,360.0,0.0,864.0,828.0,96.0,419.0,246.0,507.0,488.0,260.0,510.0
-2.0,0.0,7.0,28.0,246.0,35.0,609.0,920.0,1027.0,1500.0,3840.0,2676.0,1591.0,82.0,83.0,642.0,1.0,1498.0,1901.0,145.0,900.0,545.0,868.0,762.0,486.0,862.0
-2.0,1.0,0.0,1.0,30.0,9.0,52.0,106.0,124.0,148.0,427.0,291.0,183.0,9.0,9.0,97.0,1.0,229.0,230.0,22.0,101.0,52.0,119.0,163.0,91.0,141.0
-2.0,2.0,4.0,7.0,37.0,25.0,111.0,142.0,205.0,222.0,667.0,450.0,234.0,32.0,17.0,126.0,2.0,365.0,424.0,45.0,164.0,118.0,280.0,192.0,108.0,229.0
-1.0,0.0,5.0,9.0,182.0,63.0,252.0,324.0,571.0,740.0,1596.0,1008.0,462.0,82.0,21.0,370.0,0.0,466.0,791.0,84.0,290.0,246.0,358.0,194.0,152.0,377.0
-1.0,1.0,2.0,9.0,35.0,13.0,44.0,63.0,116.0,129.0,442.0,271.0,109.0,13.0,23.0,97.0,1.0,248.0,269.0,53.0,87.0,74.0,176.0,201.0,79.0,146.0
-1.0,2.0,5.0,7.0,112.0,49.0,115.0,150.0,223.0,269.0,1269.0,630.0,246.0,29.0,10.0,143.0,1.0,439.0,660.0,47.0,196.0,158.0,359.0,169.0,176.0,233.0
0.0,0.0,0.0,10.0,134.0,67.0,143.0,176.0,315.0,335.0,1428.0,667.0,279.0,52.0,20.0,166.0,5.0,504.0,800.0,108.0,234.0,217.0,443.0,245.0,163.0,289.0
0.0,1.0,4.0,10.0,68.0,38.0,71.0,100.0,158.0,178.0,828.0,416.0,140.0,22.0,10.0,98.0,1.0,357.0,487.0,54.0,128.0,140.0,298.0,227.0,101.0,237.0
0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.0,4.0,2.0,108.0,33.0,104.0,127.0,175.0,225.0,767.0,433.0,128.0,35.0,13.0,107.0,1.0,273.0,490.0,61.0,107.0,123.0,229.0,111.0,81.0,205.0
1.0,1.0,6.0,5.0,233.0,87.0,164.0,158.0,287.0,369.0,1950.0,846.0,263.0,52.0,13.0,233.0,5.0,486.0,907.0,71.0,244.0,209.0,375.0,155.0,217.0,321.0
1.0,2.0,1.0,0.0,13.0,4.0,5.0,10.0,14.0,22.0,121.0,48.0,10.0,2.0,3.0,11.0,0.0,55.0,69.0,9.0,15.0,18.0,37.0,32.0,19.0,28.0
2.0,0.0,0.0,7.0,86.0,42.0,122.0,176.0,278.0,283.0,1085.0,500.0,191.0,28.0,27.0,179.0,4.0,426.0,643.0,79.0,181.0,184.0,387.0,198.0,135.0,282.0
2.0,1.0,7.0,15.0,498.0,128.0,454.0,633.0,1229.0,1574.0,5360.0,2791.0,861.0,123.0,91.0,728.0,16.0,1468.0,2546.0,156.0,747.0,579.0,967.0,524.0,616.0,922.0
2.0,2.0,1.0,3.0,66.0,10.0,66.0,97.0,169.0,153.0,775.0,382.0,133.0,17.0,22.0,110.0,1.0,332.0,435.0,51.0,108.0,102.0,195.0,139.0,89.0,158.0
3.0,0.0,6.0,10.0,56.0,33.0,87.0,132.0,212.0,180.0,877.0,366.0,122.0,21.0,14.0,133.0,3.0,276.0,496.0,59.0,97.0,130.0,290.0,136.0,90.0,209.0
3.0,1.0,4.0,3.0,87.0,18.0,115.0,252.0,205.0,268.0,918.0,567.0,268.0,33.0,19.0,131.0,1.0,351.0,528.0,73.0,199.0,162.0,277.0,187.0,126.0,244.0
3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
4.0,0.0,11.0,6.0,186.0,99.0,248.0,222.0,418.0,358.0,1896.0,819.0,281.0,95.0,11.0,315.0,10.0,580.0,1245.0,124.0,294.0,355.0,617.0,304.0,220.0,426.0
4.0,1.0,3.0,7.0,63.0,28.0,49.0,53.0,81.0,81.0,477.0,230.0,69.0,16.0,13.0,72.0,4.0,173.0,374.0,52.0,65.0,64.0,174.0,120.0,51.0,151.0
