studyDay,tod,LAMP3,SERPING1,TNFAIP6,IFI27,IFI44,IFI44L,IFI6,IFIT1,IFIT2,IFIT3,RSAD2,RTP4,SIGLEC1,ISG15,ATF3,MX1,DDX58,LY6E,HERC5,OAS1,OAS2,OAS3,OASL,XAF1
-3.0,0.0,2.0,3.0,18.0,4.0,24.0,53.0,52.0,76.0,170.0,136.0,45.0,6.0,5.0,41.0,1.0,93.0,127.0,10.0,44.0,50.0,73.0,50.0,15.0,63.0
-3.0,1.0,3.0,25.0,164.0,15.0,146.0,221.0,366.0,489.0,1413.0,940.0,297.0,37.0,12.0,206.0,2.0,409.0,643.0,55.0,200.0,292.0,245.0,147.0,107.0,289.0
-3.0,2.0,6.0,19.0,101.0,18.0,100.0,147.0,265.0,257.0,1013.0,663.0,191.0,34.0,10.0,126.0,2.0,379.0,532.0,43.0,163.0,257.0,227.0,143.0,96.0,238.0
-2.0,0.0,11.0,34.0,195.0,33.0,130.0,224.0,308.0,437.0,1440.0,972.0,303.0,36.0,8.0,176.0,3.0,470.0,672.0,80.0,210.0,340.0,243.0,171.0,103.0,344.0
-2.0,1.0,8.0,77.0,183.0,42.0,145.0,285.0,434.0,381.0,1588.0,1081.0,400.0,51.0,32.0,285.0,5.0,788.0,951.0,109.0,303.0,427.0,440.0,408.0,181.0,469.0
-2.0,2.0,2.0,31.0,104.0,17.0,95.0,133.0,213.0,198.0,889.0,581.0,211.0,26.0,5.0,125.0,2.0,406.0,566.0,40.0,154.0,228.0,196.0,161.0,81.0,268.0
-1.0,0.0,7.0,33.0,165.0,35.0,156.0,246.0,371.0,383.0,1230.0,842.0,329.0,36.0,12.0,204.0,4.0,564.0,702.0,81.0,284.0,395.0,342.0,232.0,105.0,334.0
-1.0,1.0,6.0,12.0,108.0,16.0,114.0,146.0,216.0,391.0,1213.0,724.0,260.0,24.0,5.0,154.0,1.0,395.0,532.0,49.0,192.0,253.0,200.0,125.0,83.0,237.0
-1.0,2.0,3.0,23.0,123.0,47.0,173.0,275.0,368.0,377.0,1358.0,892.0,303.0,54.0,24.0,227.0,5.0,581.0,855.0,89.0,275.0,466.0,467.0,287.0,160.0,431.0
0.0,0.0,4.0,7.0,102.0,47.0,106.0,121.0,219.0,335.0,954.0,555.0,181.0,46.0,10.0,184.0,2.0,325.0,520.0,69.0,167.0,324.0,263.0,96.0,97.0,220.0
0.0,1.0,3.0,13.0,106.0,40.0,103.0,119.0,199.0,237.0,961.0,533.0,169.0,41.0,18.0,133.0,2.0,318.0,513.0,64.0,131.0,228.0,268.0,154.0,85.0,247.0
0.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
1.0,0.0,2.0,10.0,97.0,32.0,94.0,110.0,180.0,196.0,874.0,394.0,111.0,36.0,10.0,121.0,3.0,316.0,511.0,79.0,117.0,347.0,285.0,87.0,70.0,185.0
1.0,1.0,13.0,22.0,216.0,68.0,203.0,268.0,432.0,521.0,2666.0,1292.0,287.0,104.0,27.0,320.0,13.0,785.0,1274.0,217.0,300.0,859.0,662.0,260.0,280.0,567.0
1.0,2.0,4.0,2.0,66.0,37.0,54.0,75.0,180.0,169.0,837.0,392.0,97.0,29.0,8.0,125.0,0.0,226.0,411.0,61.0,102.0,262.0,203.0,67.0,79.0,177.0
2.0,0.0,2.0,4.0,51.0,41.0,81.0,113.0,138.0,127.0,650.0,279.0,100.0,39.0,16.0,83.0,0.0,334.0,423.0,68.0,103.0,271.0,296.0,124.0,74.0,191.0
2.0,1.0,0.0,4.0,44.0,22.0,19.0,44.0,82.0,80.0,368.0,184.0,43.0,13.0,8.0,65.0,0.0,151.0,213.0,39.0,51.0,144.0,116.0,38.0,44.0,111.0
2.0,2.0,1.0,7.0,56.0,22.0,68.0,81.0,119.0,151.0,712.0,345.0,78.0,25.0,8.0,94.0,0.0,241.0,414.0,56.0,83.0,263.0,264.0,75.0,73.0,167.0
3.0,0.0,3.0,5.0,58.0,18.0,57.0,64.0,124.0,113.0,543.0,257.0,54.0,23.0,5.0,86.0,0.0,214.0,274.0,60.0,71.0,211.0,192.0,57.0,48.0,149.0
3.0,1.0,3.0,5.0,41.0,35.0,33.0,59.0,86.0,72.0,416.0,179.0,43.0,18.0,11.0,68.0,3.0,217.0,285.0,50.0,52.0,192.0,241.0,124.0,52.0,156.0
3.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,
4.0,0.0,3.0,5.0,60.0,25.0,79.0,112.0,161.0,136.0,639.0,274.0,74.0,35.0,5.0,103.0,3.0,247.0,446.0,78.0,106.0,293.0,253.0,77.0,65.0,174.0
4.0,1.0,4.0,14.0,54.0,42.0,65.0,88.0,129.0,93.0,597.0,295.0,74.0,31.0,9.0,93.0,7.0,273.0,423.0,104.0,71.0,267.0,303.0,164.0,85.0,223.0
