timestamp,TEMP,HR,EDA,BVP,IBI,ACC_x,ACC_y,ACC_z
2015-09-14_13:30:00,31.215310583162186,100.91384188759291,0.059491220800307686,-0.00017891585402743124,0.6458901460258124,-25.432050482722136,31.920213871412646,14.617865442385082
2015-09-14_14:00:00,29.16160275141398,82.27167780134413,0.06727974615370234,9.565959445252601e-05,0.742514831061967,-28.95236111111111,-3.7847222222222223,45.08404513888889
2015-09-14_14:30:00,27.573080565399593,77.4464499367608,0.07671023287292984,0.00036571263469846194,0.7782185371498318,-28.41465277777778,2.9784895833333334,31.179982638888887
2015-09-14_15:00:00,29.676061097515955,84.73990548875597,0.08220078988414671,-0.0006655369762382987,0.7655273520329205,-26.4234375,-20.966510416666665,25.030572916666667
2015-09-14_15:30:00,30.889552704228294,81.50950002034506,0.07926367871670259,0.0002905382321235569,0.7531572887540109,-17.848854166666666,-10.423003472222222,33.99048611111111
2015-09-14_16:00:00,30.913536131646897,96.46998320685492,0.15782828812694383,0.000356858538660971,0.6663108322474048,-9.005034722222222,9.608177083333333,28.637135416666666
2015-09-14_16:30:00,30.161038906574248,91.90880553351508,0.1546691770530823,-1.9533271649076295e-05,0.6580068634047529,-17.145381944444445,-1.6580902777777777,31.05939236111111
2015-09-14_17:00:00,32.11709744771321,88.33980002085367,0.16453024106617603,-0.000209377130247756,0.6745628295190249,-30.191041666666667,-6.025538194444445,43.44236111111111
2015-09-14_17:30:00,31.1436389070087,91.00907777998182,0.11529623789609307,-0.001076996817816204,0.6956887408224997,-25.57529513888889,0.17508680555555556,36.02260416666667
2015-09-14_18:00:00,30.66130002260208,84.71707790798611,0.11984618600043985,0.00157265547024306,0.7284951121146327,-40.108524305555555,13.310850694444444,36.990069444444444
2015-09-14_18:30:00,32.564561318556464,83.49373889075385,0.12971764682378206,-0.0006414932191869916,0.7227087238929449,-28.6753125,11.591493055555556,45.706354166666664
2015-09-14_19:00:00,34.36190598805745,91.65172779507107,0.5039826898587246,0.0005707482780659726,0.7066855335067357,-35.07850694444444,23.168298611111112,9.284149305555555
2015-09-14_19:30:00,34.37138364262051,89.74777218288845,1.465303576074075,-0.000276478421195255,0.759225879736931,-25.70371527777778,4.152881944444444,34.925069444444446
2015-09-14_20:00:00,32.96556964874267,86.58772208743625,0.36587094525754865,0.0029822918026992636,0.7449604366616956,-22.275711805555556,17.15230902777778,42.991336805555555
2015-09-14_20:30:00,33.17772031440323,105.60829944567345,9.876548732861101,-0.08618583777454575,0.5016895488897959,-37.01783818220429,31.34989735966589,15.635874566433072
2015-09-14_21:00:00,30.6138148283677,87.04815100615879,0.23210460974379232,0.0003333466620419742,0.6659311771977181,-28.37283609360725,19.99608798519525,32.013047857761954
2015-09-14_21:30:00,30.603386050065357,85.36961110856798,0.11708608561402394,-0.0014336791943545299,0.7231795580280937,-14.019184027777778,-1.5351736111111112,53.750989583333336
2015-09-14_22:00:00,30.139752792517346,83.51753894805908,0.10204872773546311,0.0019414055535162333,0.7672699348493056,-29.56095486111111,8.296319444444444,36.603177083333335
2015-09-14_22:30:00,30.222286133501264,82.6470832655165,0.09883715846265356,-0.00577743032272944,0.7888710138577859,-27.518958333333334,2.277152777777778,44.81793402777778
2015-09-14_23:00:00,30.463636100027298,78.90987781100803,0.09748137311802971,0.004686283890801456,0.830871297121048,-27.299947916666667,-0.2619444444444444,43.808125
2015-09-14_23:30:00,30.167938912709555,77.23395006603664,0.09437014565078748,4.7829890455533235e-05,0.8160095127544018,-30.456545138888888,-2.9584895833333333,38.6678125
2015-09-15_00:00:00,29.456988929112754,79.85617780897353,0.09680775766674843,-0.00041545000531995253,0.8524559771176428,-42.72668402777778,-1.8310243055555555,28.874461805555555
2015-09-15_00:30:00,29.73198332256741,79.47240559471977,0.10049997254585226,0.0011508660714187296,0.8627102877944708,-43.84248263888889,3.6121527777777778,26.330277777777777
2015-09-15_01:00:00,31.170000018013848,83.43556108686658,0.10256654830972871,-0.00020043465869902218,0.8343134050039535,-32.46130208333334,8.408871527777778,26.396336805555556
2015-09-15_01:30:00,30.853336131042905,70.92232776853773,0.1050000626500696,-0.0003240448686443011,0.9104360557668577,-24.591371527777778,-2.503125,46.78616319444444
